Company Name,ISIN,LEI,Near term - Target Status,Near term - Target Classification,Near term - Target Year,Long term - Target Status,Long term - Target Classification,Long term - Target Year,Net-Zero Committed,Net-Zero Year,Organization Type,BA1.5,BA1.5 Date,Location,Region,Sector,Date,Target,Target Classification,Extension
Hermès International,FR0000052292,969500Y4IJGHJE2MTJ13,Targets Set,1.5°C,2030,,,,Yes,,Company,No,,France,Europe,"Textiles, Apparel, Footwear and Luxury Goods",01/02/2022,Hermès commits to reduce absolute scope 1 and 2 GHG emissions 50.4% by 2030 from a 2018 base year.* Hermès commits to reduce scope 3 GHG emissions 58.1% per million euros of value added by 2030 from a 2018 base year. Hermès also commits to increase annual sourcing of renewable electricity from 69% in 2018 to 100% by 2025 and commits to continue sourcing 100% renewable electricity through 2030.*The target boundary includes biogenic emissions and removals from bioenergy feedstocks.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Hero Group,,,Targets Set,1.5°C,2030,Targets Set,1.5°C,2050,Yes,2050,Company,No,,Switzerland,Europe,Food and Beverage Processing,01/09/2023,"Overall Net-Zero Target
Hero Group commits to reach net-zero GHG emissions across the value chain by 2050 from a 2019 base year.
Near-Term Targets
Hero Group commits to reduce absolute scope 1 and 2 GHG emissions 46.2 % by 2030 from a 2019 base year. * Hero Group also commits to reduce absolute scope 3 GHG emissions 28% within the same timeframe.
* The target boundary includes land-related emissions and removals from bioenergy
feedstocks
Long-Term Targets
Hero Group commits to reduce absolute scope 1and 2 emissions 90% by 2050 from a 2019 base year. * Hero Group also commits to reduce absolute scope 3 GHG emissions 90% within the same timeframe.
* The target boundary includes land-related emissions and removals from bioenergy
feedstocks",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Herschel Supply Company Ltd.,,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Canada,North America,"Textiles, Apparel, Footwear and Luxury Goods",01/03/2023,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Herschel Supply Company Ltd. commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2021 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Hersha Hospitality Trust,,549300DNC58BIN1VO064,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United States of America (USA),North America,Real Estate,01/05/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Hersha Hospitality Trust commits to reduce scope 1 and scope 2 GHG emissions 46% by 2030 from a 2019 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Hertz,US42805T1051,549300PD0C69OJ0NLB27,Committed,,,,,,Yes,,Company,Yes,01/11/2021,United States of America (USA),North America,Ground Transportation - Trucking Transportation,01/11/2021,,,
Herzog Maschinenfabrik GmbH & Co.KG,,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Germany,Europe,Construction and Engineering,01/08/2023,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Herzog Maschinenfabrik GmbH & Co.KG commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2021 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
HES Präzisionsteile Hermann Erkert GmbH,,529900KE4KYXB3XIRV29,Committed,,,,,,Yes,,Company,No,,Germany,Europe,Automobiles and Components,01/01/2024,,,
Heubach,INE492A01029,391200RB5OH0KY7ABU70,Committed,,,,,,Yes,,Company,No,,Austria,Europe,Chemicals,01/02/2024,,,
Hewlett Packard Enterprise Company,US42824C1099,549300BX44RGX6ANDV88,Targets Set,1.5°C,FY2030,Targets Set,1.5°C,FY2040,Yes,FY2040,Company,Yes,01/07/2019,United States of America (USA),North America,Technology Hardware and Equipment,01/07/2022,"Overall Net-Zero Target
Hewlett Packard Enterprise commits to reach net-zero greenhouse gas emissions across the value chain by FY2040 from a FY2020 base year.
Near-Term Targets
Hewlett Packard Enterprise commits to reduce absolute scope 1 and 2 GHG emissions 70% by FY2030 from a FY2020 base year. Hewlett Packard Enterprise also commits to reduce absolute scope 3 GHG emissions 42% within the same timeframe.
Long-Term Targets
Hewlett Packard Enterprise commits to reduce absolute scope 1 and 2 emissions 90% by FY2040 from a FY2020 base year. Hewlett Packard Enterprise also commits to reduce absolute scope 3 emissions 90% within the same time frame.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Hexagon AB,SE0015961909,549300WJFW6ILNI4TA80,Committed,,,,,,Yes,,Company,Yes,01/03/2023,Sweden,Europe,Software and Services,01/02/2023,,,
Hexagon Composites ASA,NO0003067902,5967007LIEEXZXJWMW49,Committed,,,,,,Yes,,Company,Yes,01/02/2022,Norway,Europe,Electrical Equipment and Machinery,01/02/2022,,,
Hexatronic Group AB,,,Committed,,,,,,No,,Company,No,,Sweden,Europe,Technology Hardware and Equipment,01/09/2023,,,
HEXAWARE TECHNOLOGIES Limited,,335800ZHALNQ1Q2JCP43,Committed,,,,,,Yes,,Company,No,,India,Asia,Software and Services,01/08/2023,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to .,
HEXPOL AB,SE0007074281,549300MN30TBRLYN3465,Committed,,,,,,No,,Company,No,,Sweden,Europe,Chemicals,01/04/2023,,,
HF Holding,,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Belgium,Europe,"Trading Companies and Distributors, and Commercial Services and Supplies",01/07/2023,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ HF Holding commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2021 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Hg Capital,,2138003IX5GJ499JMV08,Targets Set,1.5°C,2026,,,,No,,Financial Institution,No,,United Kingdom (UK),Europe,"Banks, Diverse Financials, Insurance",01/11/2021,Hg commits that 26% of its PE investments by invested capital will have set science-based targets by FY2026 and 100% by FY2040 from a FY2021 base year. Hg’s portfolio targets cover 85% of total investment and lending activities by invested capital as of 1st November 2021. Full target: https://sciencebasedtargets.org/resources/files/Hg_final.pdf,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
HGF Ltd,,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United Kingdom (UK),Europe,Professional Services,01/01/2023,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ HGF Ltd commits to reduce scope 1 and scope 2 GHG emissions 46% by 2030 from a 2019 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
HH Global,,,Targets Set,1.5°C,FY2030,Targets Set,1.5°C,FY2040,Yes,FY2040,Company,Yes,01/05/2020,United Kingdom (UK),Europe,Media,01/04/2023,"Overall Net-Zero Target 
HH Global commits to reach net-zero greenhouse gas emissions across the value chain by 
FY2040 from a FY2022 base year. 

 

Near-Term Targets 
HH Global commits to reduce absolute scope 1,2 and 3 GHG emissions 50% by FY2030 from 
a FY2022 base year. 

 

Long-Term Targets 
HH Global commits to reduce absolute scope 1,2 and 3 GHG emissions 90% by FY2040 from 
a FY2022 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
HiB Ltd,,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United Kingdom (UK),Europe,"Consumer Durables, Household and Personal Products",01/06/2023,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ HiB Ltd commits to reduce scope 1 and scope 2 GHG emissions 38% by 2030 from a 2021 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
"Hibisei　Industry　Co.,Lid.",,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Japan,Asia,Solid Waste Management Utilities,01/06/2023,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Hibisei　Industry　Co.,Lid. commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2022 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Hidria d.o.o.,,,Committed,,,,,,Yes,,Company,No,,Slovenia,Europe,Automobiles and Components,01/11/2023,,,
Hiflux Filtration A/S,,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Denmark,Europe,Construction and Engineering,01/06/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Hiflux Filtration A/S commits to reduce scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
High Speed Two Ltd.,,,Committed,,,,,,No,,Company,Yes,01/11/2021,United Kingdom (UK),Europe,Construction and Engineering,01/11/2021,,,
Highland Spring Group,,2138008LK2KECA4N2677,Targets Set,1.5°C,2030,Targets Set,1.5°C,2040,Yes,2040,Company,Yes,01/04/2022,United Kingdom (UK),Europe,Food and Beverage Processing,01/04/2023,"Overall Net-Zero Target 
 Highland Spring Group commits to reach net-zero GHG emissions across the value chain by 2040 from a 2019 base year. 
 Near-Term Targets 
 Highland Spring Group commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2019 base year. Highland Spring Group also commits to reduce absolute scope 3 GHG emissions 46.2% within the same timeframe. 
 Long-Term Targets 
 Highland Spring Group commits to reduce absolute scope 1, 2 and 3 GHG emissions 90% by 2040 from a 2019 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
HighRes Biosolutions,,,Committed,,,,,,No,,Company,No,,United States of America (USA),North America,"Pharmaceuticals, Biotechnology and Life",01/01/2024,,,
"HIGUCHI MANUFACTURING CO., LTD.",,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Japan,Asia,Automobiles and Components,01/11/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ HIGUCHI MANUFACTURING CO., LTD. commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2020 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
"HIKARI-TRANSPORT CO.,LTD.",,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Japan,Asia,Ground Transportation - Trucking Transportation,01/09/2023,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ HIKARI-TRANSPORT CO.,LTD. commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2022 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Hill & Smith PLC,GB0004270301,2138003A3ISGQZBOWI83,Targets Set,1.5°C,2032,Targets Set,1.5°C,2050,Yes,2050,Company,Yes,01/08/2021,United Kingdom (UK),Europe,Construction and Engineering,01/12/2023,"Overall Net-Zero Target
Hill & Smith PLC commits to reach net-zero greenhouse gas emissions across the value
chain by 2050.
Near-Term Targets
Hill & Smith PLC commits to reduce absolute scope 1 and 2 GHG emissions 55% by 2032
from a 2020 base year.
Hill & Smith PLC also commits to reduce scope 3 GHG emissions 60% per GBP value added
by 2032 from a 2022 base year.
Long-Term Targets
Hill & Smith PLC commits to reduce absolute scope 1 and 2 GHG emissions 90% by 2040
from a 2020 base year and maintain 90% absolute reductions through 2050 from 2040.
Hill & Smith PLC also commits to reduce scope 3 GHG emissions 97% per GBP value added
by 2050 from a 2022 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
